,0,1,2,3,4,5,6,7
0,0.5209606000361467,0.28779143321886863,0.19124796674498465,0.0,0.0,0.0,0.0,0.0
1,0.5199595755432036,0.29029813036887314,0.1897422940879232,0.0,0.0,0.0,0.0,0.0
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,,,,,,,,
4,,,,,,,,
5,,,,,,,,
6,,,,,,,,
7,,,,,,,,
